movie_id,genre_id
1257009,28
1257009,27
1257009,10752
1257009,878
57800,16
57800,35
57800,12
57800,10751
772,35
772,10751
772,12
260513,28
260513,12
260513,16
260513,10751
581,12
581,18
581,37
787,28
787,35
787,18
787,53
616,18
616,28
616,10752
404368,16
404368,10751
404368,12
404368,878
404368,35
2251,53
2251,18
2251,10749
8355,16
8355,35
8355,10751
8355,12
957,35
957,878
1417,14
1417,18
1417,10752
10144,16
10144,10751
10144,14
79,18
79,12
79,28
79,36
615173,28
615173,9648
615173,53
615173,878
364,28
364,14
12429,16
12429,14
12429,10751
44214,18
44214,53
44214,27
49444,16
49444,10751
49444,35
686,18
686,878
686,9648
1824,35
1824,10749
635302,16
635302,28
635302,14
749170,28
749170,53
749170,35
259316,14
259316,12
746036,28
746036,35
746036,10749
81,12
81,16
81,14
9659,12
9659,28
9659,53
9659,878
1949,80
1949,9648
1949,53
38575,28
38575,12
38575,18
38575,10751
291805,80
291805,53
1242011,27
1242011,10749
408,14
408,16
408,10751
11631,35
11631,10749
22803,18
22803,80
22803,53
353081,28
353081,12
1124620,27
1124620,35
331482,18
331482,10749
9820,35
9820,10751
9820,10749
70345,27
70345,878
600,18
600,10752
620,35
620,14
2109,28
2109,35
2109,80
861,28
861,12
861,878
12493,18
12493,80
12493,53
137106,16
137106,10751
137106,12
137106,35
137106,14
1124620,27
1124620,35
400928,18
400928,35
293167,28
293167,12
293167,14
348350,878
348350,12
348350,28
1562,27
1562,53
1562,878
122906,18
122906,10749
122906,14
709631,27
166426,12
166426,28
166426,14
11104,18
11104,35
11104,10749
335797,16
335797,10402
335797,35
335797,10751
8467,35
345887,28
345887,53
345887,80
599,18
1029575,28
1029575,35
1029575,10751
127585,28
127585,12
127585,878
251,14
251,10749
251,53
813,35
2493,12
2493,10751
2493,14
2493,35
2493,10749
4347,18
4347,10749
585083,16
585083,35
585083,10751
585083,12
585083,14
61791,53
61791,28
61791,18
61791,878
56292,28
56292,53
56292,12
37799,18
950,16
950,10751
950,35
950,12
260346,53
260346,28
531309,27
531309,878
1159206,35
1159206,18
114,10749
114,35
9072,35
9072,80
10545,18
10545,16
10545,10751
879,12
879,14
879,35
879,10751
9509,28
9509,18
9509,53
273477,35
273477,27
713704,27
713704,53
1895,12
1895,28
1895,878
693,35
693,10749
32657,12
32657,14
32657,10751
4327,28
4327,35
4327,12
5503,28
5503,53
5503,18
80321,16
80321,10751
80321,35
80321,12
198184,80
198184,28
198184,878
10545,18
10545,16
10545,10751
879,12
879,14
879,35
879,10751
9509,28
9509,18
9509,53
406997,10751
406997,18
820067,16
820067,35
820067,10749
455207,35
455207,10749
1895,12
1895,28
1895,878
159824,16
159824,35
159824,10751
159824,14
38055,16
38055,28
38055,35
38055,10751
38055,878
127585,28
127585,12
127585,878
693,35
693,10749
4327,28
4327,35
4327,12
5503,28
5503,53
5503,18
696806,12
696806,878
696806,35
348350,878
348350,12
348350,28
196867,35
196867,18
196867,10751
8358,12
8358,18
24021,12
24021,14
24021,18
24021,10749
241259,12
241259,10751
241259,14
88,18
88,10402
88,10749
955,12
955,28
955,53
37724,28
37724,12
37724,53
593643,35
593643,27
11069,28
11069,27
11069,35
14324,12
14324,28
14324,35
14324,10749
15121,18
15121,10751
15121,10402
15121,10749
335787,28
335787,12
147441,12
147441,18
147441,28
979,18
979,53
979,80
7345,18
4258,35
474350,27
474350,53
474350,18
7555,28
7555,53
7555,10752
9757,35
980489,12
980489,18
980489,28
31439,18
31439,10749
31439,10752
165,12
165,35
165,878
87825,18
87825,10749
316029,18
64682,18
64682,10749
76493,35
118340,28
118340,878
118340,12
7345,18
754,28
754,80
754,878
63,878
63,53
63,9648
941,28
941,53
941,80
207703,80
207703,35
207703,28
207703,12
95,28
95,53
95,878
95,12
599,18
1079091,18
1079091,10749
700391,28
700391,12
700391,878
310131,27
764,27
268,14
268,28
268,80
1429348,18
1429348,80
1573,28
1573,53
534,28
534,878
534,53
686,18
686,878
686,9648
1426776,53
1426776,18
1426776,80
38055,16
38055,28
38055,35
38055,10751
38055,878
9276,27
9276,878
868759,28
868759,35
868759,10749
4327,28
4327,35
4327,12
48650,18
48650,10749
1034716,35
1034716,10749
1034716,18
861,28
861,12
861,878
110415,28
110415,878
110415,18
10112,16
10112,35
10112,10751
10112,12
820067,16
820067,35
820067,10749
1042834,53
1042834,18
501170,27
501170,14
11013,10749
11013,18
11013,35
760329,18
760329,36
579974,28
579974,12
579974,18
140300,16
140300,28
140300,12
140300,35
140300,10751
453,18
453,10749
493529,12
493529,14
493529,35
204082,28
204082,53
89,12
89,28
10882,14
10882,16
10882,10749
10882,10751
931102,28
931102,35
931102,18
1372,18
1372,53
1372,28
194,35
194,10749
86331,18
86331,10749
501170,27
501170,14
493529,12
493529,14
493529,35
9479,14
9479,16
9479,10751
307081,28
307081,18
315011,28
315011,878
315011,27
48650,18
48650,10749
602,28
602,12
602,878
524,80
524,18
281338,18
281338,878
281338,10752
648878,37
648878,35
648878,80
322,53
322,80
322,18
322,9648
17654,878
1300116,10749
1300116,53
91314,878
91314,28
91314,12
207703,80
207703,35
207703,28
207703,12
12242,16
12242,35
12242,10751
12242,28
2048,28
2048,878
95,28
95,53
95,878
95,12
8078,878
8078,27
8078,28
1079091,18
1079091,10749
43949,10749
43949,18
700391,28
700391,12
700391,878
1159311,16
1159311,28
1159311,12
1159311,878
1429348,18
1429348,80
46738,18
46738,10752
46738,9648
9340,12
9340,35
9340,10751
3782,18
661374,35
661374,80
661374,9648
11013,10749
11013,18
11013,35
20526,12
20526,28
20526,878
296,28
296,53
296,878
110415,28
110415,878
110415,18
513434,35
513434,27
513434,18
941,28
941,53
941,80
2832,9648
2832,53
661374,35
661374,80
661374,9648
11013,10749
11013,18
11013,35
916224,16
916224,18
916224,12
916224,14
20526,12
20526,28
20526,878
756999,27
756999,53
296,28
296,53
296,878
513434,35
513434,27
513434,18
941,28
941,53
941,80
2832,9648
2832,53
10112,16
10112,35
10112,10751
10112,12
10315,12
10315,16
10315,35
10315,10751
4982,18
4982,80
44833,53
44833,28
44833,12
44833,878
13183,9648
13183,28
13183,878
7220,28
7220,80
7220,18
137,10749
137,14
137,35
1422096,27
1288072,27
1288072,9648
1042834,53
1042834,18
9880,35
9880,10751
9880,10749
